STATE,year,type,race,sex,value
AZ,2016,REFERRALS,TWOORMORERACES,FEMALE,
AZ,2016,REFERRALS,TWOORMORERACES,MALE,7
AZ,2016,REFERRALS,WHITE,FEMALE,7
AZ,2016,REFERRALS,WHITE,MALE,329
AZ,2016,REFERRED,AMERICANINDIAN,FEMALE,16
AZ,2016,REFERRED,AMERICANINDIAN,MALE,98
AZ,2016,REFERRED,ASIAN,FEMALE,
AZ,2016,REFERRED,ASIAN,MALE,3
AZ,2016,REFERRED,BLACK,FEMALE,
AZ,2016,REFERRED,BLACK,MALE,28
AZ,2016,REFERRED,HISPANIC,FEMALE,5
AZ,2016,REFERRED,HISPANIC,MALE,169
AZ,2016,REFERRED,NATIVEHAWAIIAN,FEMALE,
AZ,2016,REFERRED,NATIVEHAWAIIAN,MALE,
AZ,2016,REFERRED,TWOORMORERACES,FEMALE,
AZ,2016,REFERRED,TWOORMORERACES,MALE,5
AZ,2016,REFERRED,WHITE,FEMALE,7
AZ,2016,REFERRED,WHITE,MALE,318
CA,2016,APPLICANTS,AMERICANINDIAN,FEMALE,11
CA,2016,APPLICANTS,AMERICANINDIAN,MALE,88
CA,2016,APPLICANTS,ASIAN,FEMALE,16
CA,2016,APPLICANTS,ASIAN,MALE,645
CA,2016,APPLICANTS,BLACK,FEMALE,149
CA,2016,APPLICANTS,BLACK,MALE,1771
CA,2016,APPLICANTS,HISPANIC,FEMALE,517
CA,2016,APPLICANTS,HISPANIC,MALE,14882
CA,2016,APPLICANTS,NATIVEHAWAIIAN,FEMALE,3
CA,2016,APPLICANTS,NATIVEHAWAIIAN,MALE,89
CA,2016,APPLICANTS,TWOORMORERACES,FEMALE,
CA,2016,APPLICANTS,TWOORMORERACES,MALE,326
CA,2016,APPLICANTS,WHITE,FEMALE,231
CA,2016,APPLICANTS,WHITE,MALE,7522
CA,2016,MEMBERS,AMERICANINDIAN,FEMALE,96
CA,2016,MEMBERS,AMERICANINDIAN,MALE,1031
CA,2016,MEMBERS,ASIAN,FEMALE,991
CA,2016,MEMBERS,ASIAN,MALE,5868
CA,2016,MEMBERS,BLACK,FEMALE,1431
CA,2016,MEMBERS,BLACK,MALE,10871
CA,2016,MEMBERS,HISPANIC,FEMALE,4702
CA,2016,MEMBERS,HISPANIC,MALE,84793
CA,2016,MEMBERS,NATIVEHAWAIIAN,FEMALE,55
CA,2016,MEMBERS,NATIVEHAWAIIAN,MALE,855
CA,2016,MEMBERS,TWOORMORERACES,FEMALE,232
CA,2016,MEMBERS,TWOORMORERACES,MALE,1011
CA,2016,MEMBERS,WHITE,FEMALE,4622
CA,2016,MEMBERS,WHITE,MALE,89849
CA,2016,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,11
CA,2016,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,85
CA,2016,REFERRALAPPLICANTS,ASIAN,FEMALE,16
CA,2016,REFERRALAPPLICANTS,ASIAN,MALE,404
CA,2016,REFERRALAPPLICANTS,BLACK,FEMALE,162
CA,2016,REFERRALAPPLICANTS,BLACK,MALE,1685
CA,2016,REFERRALAPPLICANTS,HISPANIC,FEMALE,350
CA,2016,REFERRALAPPLICANTS,HISPANIC,MALE,10074
CA,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,6
CA,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,83
CA,2016,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,157
CA,2016,REFERRALAPPLICANTS,TWOORMORERACES,MALE,252
CA,2016,REFERRALAPPLICANTS,WHITE,FEMALE,219
CA,2016,REFERRALAPPLICANTS,WHITE,MALE,8078
CA,2016,REFERRALS,AMERICANINDIAN,FEMALE,19
CA,2016,REFERRALS,AMERICANINDIAN,MALE,274
CA,2016,REFERRALS,ASIAN,FEMALE,52
CA,2016,REFERRALS,ASIAN,MALE,549
CA,2016,REFERRALS,BLACK,FEMALE,287
CA,2016,REFERRALS,BLACK,MALE,2272
CA,2016,REFERRALS,HISPANIC,FEMALE,678
CA,2016,REFERRALS,HISPANIC,MALE,15150
CA,2016,REFERRALS,NATIVEHAWAIIAN,FEMALE,38
CA,2016,REFERRALS,NATIVEHAWAIIAN,MALE,362
CA,2016,REFERRALS,TWOORMORERACES,FEMALE,3
CA,2016,REFERRALS,TWOORMORERACES,MALE,135
CA,2016,REFERRALS,WHITE,FEMALE,849
CA,2016,REFERRALS,WHITE,MALE,17054
CA,2016,REFERRED,AMERICANINDIAN,FEMALE,6
CA,2016,REFERRED,AMERICANINDIAN,MALE,110
CA,2016,REFERRED,ASIAN,FEMALE,16
CA,2016,REFERRED,ASIAN,MALE,420
CA,2016,REFERRED,BLACK,FEMALE,141
CA,2016,REFERRED,BLACK,MALE,1500
CA,2016,REFERRED,HISPANIC,FEMALE,258
CA,2016,REFERRED,HISPANIC,MALE,11306
CA,2016,REFERRED,NATIVEHAWAIIAN,FEMALE,4
CA,2016,REFERRED,NATIVEHAWAIIAN,MALE,114
CA,2016,REFERRED,TWOORMORERACES,FEMALE,3
CA,2016,REFERRED,TWOORMORERACES,MALE,128
CA,2016,REFERRED,WHITE,FEMALE,261
CA,2016,REFERRED,WHITE,MALE,10231
CO,2016,APPLICANTS,AMERICANINDIAN,FEMALE,
CO,2016,APPLICANTS,AMERICANINDIAN,MALE,22
CO,2016,APPLICANTS,ASIAN,FEMALE,
CO,2016,APPLICANTS,ASIAN,MALE,10
CO,2016,APPLICANTS,BLACK,FEMALE,3
CO,2016,APPLICANTS,BLACK,MALE,97
CO,2016,APPLICANTS,HISPANIC,FEMALE,25
CO,2016,APPLICANTS,HISPANIC,MALE,533
CO,2016,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
CO,2016,APPLICANTS,NATIVEHAWAIIAN,MALE,6
CO,2016,APPLICANTS,TWOORMORERACES,FEMALE,
CO,2016,APPLICANTS,TWOORMORERACES,MALE,59
CO,2016,APPLICANTS,WHITE,FEMALE,31
CO,2016,APPLICANTS,WHITE,MALE,987
CO,2016,MEMBERS,AMERICANINDIAN,FEMALE,5
CO,2016,MEMBERS,AMERICANINDIAN,MALE,163
CO,2016,MEMBERS,ASIAN,FEMALE,15
CO,2016,MEMBERS,ASIAN,MALE,123
CO,2016,MEMBERS,BLACK,FEMALE,13
CO,2016,MEMBERS,BLACK,MALE,438
CO,2016,MEMBERS,HISPANIC,FEMALE,142
CO,2016,MEMBERS,HISPANIC,MALE,3110
CO,2016,MEMBERS,NATIVEHAWAIIAN,FEMALE,
CO,2016,MEMBERS,NATIVEHAWAIIAN,MALE,36
CO,2016,MEMBERS,TWOORMORERACES,FEMALE,5
CO,2016,MEMBERS,TWOORMORERACES,MALE,62
CO,2016,MEMBERS,WHITE,FEMALE,179
CO,2016,MEMBERS,WHITE,MALE,9078
CO,2016,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
CO,2016,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,14
CO,2016,REFERRALAPPLICANTS,ASIAN,FEMALE,
CO,2016,REFERRALAPPLICANTS,ASIAN,MALE,6
CO,2016,REFERRALAPPLICANTS,BLACK,FEMALE,
CO,2016,REFERRALAPPLICANTS,BLACK,MALE,51
CO,2016,REFERRALAPPLICANTS,HISPANIC,FEMALE,13
CO,2016,REFERRALAPPLICANTS,HISPANIC,MALE,304
CO,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
CO,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,3
CO,2016,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
CO,2016,REFERRALAPPLICANTS,TWOORMORERACES,MALE,27
CO,2016,REFERRALAPPLICANTS,WHITE,FEMALE,11
CO,2016,REFERRALAPPLICANTS,WHITE,MALE,577
CO,2016,REFERRALS,AMERICANINDIAN,FEMALE,
CO,2016,REFERRALS,AMERICANINDIAN,MALE,39
CO,2016,REFERRALS,ASIAN,FEMALE,
CO,2016,REFERRALS,ASIAN,MALE,30
CO,2016,REFERRALS,BLACK,FEMALE,6
CO,2016,REFERRALS,BLACK,MALE,105
CO,2016,REFERRALS,HISPANIC,FEMALE,7
CO,2016,REFERRALS,HISPANIC,MALE,519
CO,2016,REFERRALS,NATIVEHAWAIIAN,FEMALE,
CO,2016,REFERRALS,NATIVEHAWAIIAN,MALE,31
CO,2016,REFERRALS,TWOORMORERACES,FEMALE,
CO,2016,REFERRALS,TWOORMORERACES,MALE,3
CO,2016,REFERRALS,WHITE,FEMALE,34
CO,2016,REFERRALS,WHITE,MALE,1857
CO,2016,REFERRED,AMERICANINDIAN,FEMALE,
CO,2016,REFERRED,AMERICANINDIAN,MALE,39
CO,2016,REFERRED,ASIAN,FEMALE,
CO,2016,REFERRED,ASIAN,MALE,30
CO,2016,REFERRED,BLACK,FEMALE,4
CO,2016,REFERRED,BLACK,MALE,104
CO,2016,REFERRED,HISPANIC,FEMALE,7
CO,2016,REFERRED,HISPANIC,MALE,515
CO,2016,REFERRED,NATIVEHAWAIIAN,FEMALE,
CO,2016,REFERRED,NATIVEHAWAIIAN,MALE,31
CO,2016,REFERRED,TWOORMORERACES,FEMALE,
CO,2016,REFERRED,TWOORMORERACES,MALE,3
CO,2016,REFERRED,WHITE,FEMALE,34
CO,2016,REFERRED,WHITE,MALE,1847
CT,2016,APPLICANTS,AMERICANINDIAN,FEMALE,
CT,2016,APPLICANTS,AMERICANINDIAN,MALE,10
CT,2016,APPLICANTS,ASIAN,FEMALE,
CT,2016,APPLICANTS,ASIAN,MALE,4
CT,2016,APPLICANTS,BLACK,FEMALE,17
CT,2016,APPLICANTS,BLACK,MALE,252
CT,2016,APPLICANTS,HISPANIC,FEMALE,87
CT,2016,APPLICANTS,HISPANIC,MALE,359
CT,2016,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
CT,2016,APPLICANTS,NATIVEHAWAIIAN,MALE,
CT,2016,APPLICANTS,TWOORMORERACES,FEMALE,14
CT,2016,APPLICANTS,TWOORMORERACES,MALE,70
CT,2016,APPLICANTS,WHITE,FEMALE,14
CT,2016,APPLICANTS,WHITE,MALE,557
CT,2016,MEMBERS,AMERICANINDIAN,FEMALE,
CT,2016,MEMBERS,AMERICANINDIAN,MALE,28
CT,2016,MEMBERS,ASIAN,FEMALE,3
CT,2016,MEMBERS,ASIAN,MALE,49
CT,2016,MEMBERS,BLACK,FEMALE,31
CT,2016,MEMBERS,BLACK,MALE,749
CT,2016,MEMBERS,HISPANIC,FEMALE,526
CT,2016,MEMBERS,HISPANIC,MALE,1893
CT,2016,MEMBERS,NATIVEHAWAIIAN,FEMALE,
CT,2016,MEMBERS,NATIVEHAWAIIAN,MALE,15
CT,2016,MEMBERS,TWOORMORERACES,FEMALE,9
CT,2016,MEMBERS,TWOORMORERACES,MALE,32
CT,2016,MEMBERS,WHITE,FEMALE,195
CT,2016,MEMBERS,WHITE,MALE,8557
CT,2016,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
CT,2016,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,9
CT,2016,REFERRALAPPLICANTS,ASIAN,FEMALE,
CT,2016,REFERRALAPPLICANTS,ASIAN,MALE,
CT,2016,REFERRALAPPLICANTS,BLACK,FEMALE,
CT,2016,REFERRALAPPLICANTS,BLACK,MALE,93
CT,2016,REFERRALAPPLICANTS,HISPANIC,FEMALE,73
CT,2016,REFERRALAPPLICANTS,HISPANIC,MALE,197
CT,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
CT,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
CT,2016,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
CT,2016,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
CT,2016,REFERRALAPPLICANTS,WHITE,FEMALE,15
CT,2016,REFERRALAPPLICANTS,WHITE,MALE,423
CT,2016,REFERRALS,AMERICANINDIAN,FEMALE,
CT,2016,REFERRALS,AMERICANINDIAN,MALE,6
CT,2016,REFERRALS,ASIAN,FEMALE,
CT,2016,REFERRALS,ASIAN,MALE,
CT,2016,REFERRALS,BLACK,FEMALE,4
CT,2016,REFERRALS,BLACK,MALE,201
CT,2016,REFERRALS,HISPANIC,FEMALE,74
CT,2016,REFERRALS,HISPANIC,MALE,247
CT,2016,REFERRALS,NATIVEHAWAIIAN,FEMALE,
CT,2016,REFERRALS,NATIVEHAWAIIAN,MALE,3
CT,2016,REFERRALS,TWOORMORERACES,FEMALE,
CT,2016,REFERRALS,TWOORMORERACES,MALE,4
CT,2016,REFERRALS,WHITE,FEMALE,67
CT,2016,REFERRALS,WHITE,MALE,805
CT,2016,REFERRED,AMERICANINDIAN,FEMALE,
CT,2016,REFERRED,AMERICANINDIAN,MALE,6
CT,2016,REFERRED,ASIAN,FEMALE,
CT,2016,REFERRED,ASIAN,MALE,
CT,2016,REFERRED,BLACK,FEMALE,4
CT,2016,REFERRED,BLACK,MALE,140
CT,2016,REFERRED,HISPANIC,FEMALE,74
CT,2016,REFERRED,HISPANIC,MALE,239
CT,2016,REFERRED,NATIVEHAWAIIAN,FEMALE,
CT,2016,REFERRED,NATIVEHAWAIIAN,MALE,3
CT,2016,REFERRED,TWOORMORERACES,FEMALE,
CT,2016,REFERRED,TWOORMORERACES,MALE,3
CT,2016,REFERRED,WHITE,FEMALE,24
CT,2016,REFERRED,WHITE,MALE,449
DC,2016,APPLICANTS,AMERICANINDIAN,FEMALE,
DC,2016,APPLICANTS,AMERICANINDIAN,MALE,
DC,2016,APPLICANTS,ASIAN,FEMALE,
DC,2016,APPLICANTS,ASIAN,MALE,
DC,2016,APPLICANTS,BLACK,FEMALE,
DC,2016,APPLICANTS,BLACK,MALE,19
DC,2016,APPLICANTS,HISPANIC,FEMALE,
DC,2016,APPLICANTS,HISPANIC,MALE,57
DC,2016,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
DC,2016,APPLICANTS,NATIVEHAWAIIAN,MALE,
DC,2016,APPLICANTS,TWOORMORERACES,FEMALE,
DC,2016,APPLICANTS,TWOORMORERACES,MALE,
DC,2016,APPLICANTS,WHITE,FEMALE,
DC,2016,APPLICANTS,WHITE,MALE,8
DC,2016,MEMBERS,AMERICANINDIAN,FEMALE,
DC,2016,MEMBERS,AMERICANINDIAN,MALE,3
DC,2016,MEMBERS,ASIAN,FEMALE,
DC,2016,MEMBERS,ASIAN,MALE,
DC,2016,MEMBERS,BLACK,FEMALE,12
DC,2016,MEMBERS,BLACK,MALE,340
DC,2016,MEMBERS,HISPANIC,FEMALE,5
DC,2016,MEMBERS,HISPANIC,MALE,604
DC,2016,MEMBERS,NATIVEHAWAIIAN,FEMALE,
DC,2016,MEMBERS,NATIVEHAWAIIAN,MALE,
DC,2016,MEMBERS,TWOORMORERACES,FEMALE,
DC,2016,MEMBERS,TWOORMORERACES,MALE,10
DC,2016,MEMBERS,WHITE,FEMALE,
DC,2016,MEMBERS,WHITE,MALE,138
DC,2016,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
DC,2016,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
DC,2016,REFERRALAPPLICANTS,ASIAN,FEMALE,
DC,2016,REFERRALAPPLICANTS,ASIAN,MALE,
DC,2016,REFERRALAPPLICANTS,BLACK,FEMALE,
DC,2016,REFERRALAPPLICANTS,BLACK,MALE,3
DC,2016,REFERRALAPPLICANTS,HISPANIC,FEMALE,
DC,2016,REFERRALAPPLICANTS,HISPANIC,MALE,35
DC,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
DC,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
DC,2016,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
DC,2016,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
DC,2016,REFERRALAPPLICANTS,WHITE,FEMALE,
DC,2016,REFERRALAPPLICANTS,WHITE,MALE,10
DC,2016,REFERRALS,AMERICANINDIAN,FEMALE,
DC,2016,REFERRALS,AMERICANINDIAN,MALE,
DC,2016,REFERRALS,ASIAN,FEMALE,
DC,2016,REFERRALS,ASIAN,MALE,
DC,2016,REFERRALS,BLACK,FEMALE,
DC,2016,REFERRALS,BLACK,MALE,4
DC,2016,REFERRALS,HISPANIC,FEMALE,
DC,2016,REFERRALS,HISPANIC,MALE,18
DC,2016,REFERRALS,NATIVEHAWAIIAN,FEMALE,
DC,2016,REFERRALS,NATIVEHAWAIIAN,MALE,
DC,2016,REFERRALS,TWOORMORERACES,FEMALE,
DC,2016,REFERRALS,TWOORMORERACES,MALE,
DC,2016,REFERRALS,WHITE,FEMALE,
DC,2016,REFERRALS,WHITE,MALE,6
DC,2016,REFERRED,AMERICANINDIAN,FEMALE,
DC,2016,REFERRED,AMERICANINDIAN,MALE,
DC,2016,REFERRED,ASIAN,FEMALE,
DC,2016,REFERRED,ASIAN,MALE,
DC,2016,REFERRED,BLACK,FEMALE,
DC,2016,REFERRED,BLACK,MALE,4
DC,2016,REFERRED,HISPANIC,FEMALE,
DC,2016,REFERRED,HISPANIC,MALE,18
DC,2016,REFERRED,NATIVEHAWAIIAN,FEMALE,
DC,2016,REFERRED,NATIVEHAWAIIAN,MALE,
DC,2016,REFERRED,TWOORMORERACES,FEMALE,
DC,2016,REFERRED,TWOORMORERACES,MALE,
DC,2016,REFERRED,WHITE,FEMALE,
DC,2016,REFERRED,WHITE,MALE,6
DE,2016,APPLICANTS,AMERICANINDIAN,FEMALE,
DE,2016,APPLICANTS,AMERICANINDIAN,MALE,
DE,2016,APPLICANTS,ASIAN,FEMALE,
DE,2016,APPLICANTS,ASIAN,MALE,
DE,2016,APPLICANTS,BLACK,FEMALE,
DE,2016,APPLICANTS,BLACK,MALE,19
DE,2016,APPLICANTS,HISPANIC,FEMALE,
DE,2016,APPLICANTS,HISPANIC,MALE,5
DE,2016,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
DE,2016,APPLICANTS,NATIVEHAWAIIAN,MALE,
DE,2016,APPLICANTS,TWOORMORERACES,FEMALE,
DE,2016,APPLICANTS,TWOORMORERACES,MALE,
DE,2016,APPLICANTS,WHITE,FEMALE,3
DE,2016,APPLICANTS,WHITE,MALE,70
DE,2016,MEMBERS,AMERICANINDIAN,FEMALE,
DE,2016,MEMBERS,AMERICANINDIAN,MALE,
DE,2016,MEMBERS,ASIAN,FEMALE,
DE,2016,MEMBERS,ASIAN,MALE,
DE,2016,MEMBERS,BLACK,FEMALE,
DE,2016,MEMBERS,BLACK,MALE,28
DE,2016,MEMBERS,HISPANIC,FEMALE,
DE,2016,MEMBERS,HISPANIC,MALE,16
DE,2016,MEMBERS,NATIVEHAWAIIAN,FEMALE,
DE,2016,MEMBERS,NATIVEHAWAIIAN,MALE,
DE,2016,MEMBERS,TWOORMORERACES,FEMALE,
DE,2016,MEMBERS,TWOORMORERACES,MALE,
DE,2016,MEMBERS,WHITE,FEMALE,
DE,2016,MEMBERS,WHITE,MALE,583
DE,2016,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
DE,2016,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
DE,2016,REFERRALAPPLICANTS,ASIAN,FEMALE,
DE,2016,REFERRALAPPLICANTS,ASIAN,MALE,
DE,2016,REFERRALAPPLICANTS,BLACK,FEMALE,
DE,2016,REFERRALAPPLICANTS,BLACK,MALE,12
DE,2016,REFERRALAPPLICANTS,HISPANIC,FEMALE,
DE,2016,REFERRALAPPLICANTS,HISPANIC,MALE,4
DE,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
DE,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
DE,2016,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
DE,2016,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
DE,2016,REFERRALAPPLICANTS,WHITE,FEMALE,
DE,2016,REFERRALAPPLICANTS,WHITE,MALE,113
DE,2016,REFERRALS,AMERICANINDIAN,FEMALE,
DE,2016,REFERRALS,AMERICANINDIAN,MALE,
DE,2016,REFERRALS,ASIAN,FEMALE,
DE,2016,REFERRALS,ASIAN,MALE,
DE,2016,REFERRALS,BLACK,FEMALE,
DE,2016,REFERRALS,BLACK,MALE,12
DE,2016,REFERRALS,HISPANIC,FEMALE,
DE,2016,REFERRALS,HISPANIC,MALE,4
DE,2016,REFERRALS,NATIVEHAWAIIAN,FEMALE,
DE,2016,REFERRALS,NATIVEHAWAIIAN,MALE,
DE,2016,REFERRALS,TWOORMORERACES,FEMALE,
DE,2016,REFERRALS,TWOORMORERACES,MALE,
DE,2016,REFERRALS,WHITE,FEMALE,
DE,2016,REFERRALS,WHITE,MALE,113
DE,2016,REFERRED,AMERICANINDIAN,FEMALE,
DE,2016,REFERRED,AMERICANINDIAN,MALE,
DE,2016,REFERRED,ASIAN,FEMALE,
DE,2016,REFERRED,ASIAN,MALE,
DE,2016,REFERRED,BLACK,FEMALE,
DE,2016,REFERRED,BLACK,MALE,12
DE,2016,REFERRED,HISPANIC,FEMALE,
DE,2016,REFERRED,HISPANIC,MALE,4
DE,2016,REFERRED,NATIVEHAWAIIAN,FEMALE,
DE,2016,REFERRED,NATIVEHAWAIIAN,MALE,
DE,2016,REFERRED,TWOORMORERACES,FEMALE,
DE,2016,REFERRED,TWOORMORERACES,MALE,
DE,2016,REFERRED,WHITE,FEMALE,
DE,2016,REFERRED,WHITE,MALE,113
FL,2016,APPLICANTS,AMERICANINDIAN,FEMALE,
FL,2016,APPLICANTS,AMERICANINDIAN,MALE,
FL,2016,APPLICANTS,ASIAN,FEMALE,
FL,2016,APPLICANTS,ASIAN,MALE,10
FL,2016,APPLICANTS,BLACK,FEMALE,6
FL,2016,APPLICANTS,BLACK,MALE,391
FL,2016,APPLICANTS,HISPANIC,FEMALE,14
FL,2016,APPLICANTS,HISPANIC,MALE,622
FL,2016,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
FL,2016,APPLICANTS,NATIVEHAWAIIAN,MALE,
FL,2016,APPLICANTS,TWOORMORERACES,FEMALE,
FL,2016,APPLICANTS,TWOORMORERACES,MALE,9
FL,2016,APPLICANTS,WHITE,FEMALE,45
FL,2016,APPLICANTS,WHITE,MALE,966
FL,2016,MEMBERS,AMERICANINDIAN,FEMALE,5
FL,2016,MEMBERS,AMERICANINDIAN,MALE,42
FL,2016,MEMBERS,ASIAN,FEMALE,6
FL,2016,MEMBERS,ASIAN,MALE,147
FL,2016,MEMBERS,BLACK,FEMALE,162
FL,2016,MEMBERS,BLACK,MALE,2835
FL,2016,MEMBERS,HISPANIC,FEMALE,140
FL,2016,MEMBERS,HISPANIC,MALE,4087
FL,2016,MEMBERS,NATIVEHAWAIIAN,FEMALE,3
FL,2016,MEMBERS,NATIVEHAWAIIAN,MALE,58
FL,2016,MEMBERS,TWOORMORERACES,FEMALE,9
FL,2016,MEMBERS,TWOORMORERACES,MALE,121
FL,2016,MEMBERS,WHITE,FEMALE,524
FL,2016,MEMBERS,WHITE,MALE,15407
FL,2016,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
FL,2016,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,19
FL,2016,REFERRALAPPLICANTS,ASIAN,FEMALE,
FL,2016,REFERRALAPPLICANTS,ASIAN,MALE,5
FL,2016,REFERRALAPPLICANTS,BLACK,FEMALE,74
FL,2016,REFERRALAPPLICANTS,BLACK,MALE,364
FL,2016,REFERRALAPPLICANTS,HISPANIC,FEMALE,40
FL,2016,REFERRALAPPLICANTS,HISPANIC,MALE,827
FL,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
FL,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
FL,2016,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
FL,2016,REFERRALAPPLICANTS,TWOORMORERACES,MALE,5
FL,2016,REFERRALAPPLICANTS,WHITE,FEMALE,177
FL,2016,REFERRALAPPLICANTS,WHITE,MALE,2098
FL,2016,REFERRALS,AMERICANINDIAN,FEMALE,2101
FL,2016,REFERRALS,AMERICANINDIAN,MALE,2138
FL,2016,REFERRALS,ASIAN,FEMALE,2105
FL,2016,REFERRALS,ASIAN,MALE,2156
FL,2016,REFERRALS,BLACK,FEMALE,2175
FL,2016,REFERRALS,BLACK,MALE,2751
FL,2016,REFERRALS,HISPANIC,FEMALE,2236
FL,2016,REFERRALS,HISPANIC,MALE,4981
FL,2016,REFERRALS,NATIVEHAWAIIAN,FEMALE,2100
FL,2016,REFERRALS,NATIVEHAWAIIAN,MALE,2100
FL,2016,REFERRALS,TWOORMORERACES,FEMALE,2100
FL,2016,REFERRALS,TWOORMORERACES,MALE,2115
FL,2016,REFERRALS,WHITE,FEMALE,2579
FL,2016,REFERRALS,WHITE,MALE,6352
FL,2016,REFERRED,AMERICANINDIAN,FEMALE,
FL,2016,REFERRED,AMERICANINDIAN,MALE,21
FL,2016,REFERRED,ASIAN,FEMALE,5
FL,2016,REFERRED,ASIAN,MALE,24
FL,2016,REFERRED,BLACK,FEMALE,76
FL,2016,REFERRED,BLACK,MALE,702
FL,2016,REFERRED,HISPANIC,FEMALE,61
FL,2016,REFERRED,HISPANIC,MALE,1035
FL,2016,REFERRED,NATIVEHAWAIIAN,FEMALE,
FL,2016,REFERRED,NATIVEHAWAIIAN,MALE,
FL,2016,REFERRED,TWOORMORERACES,FEMALE,
FL,2016,REFERRED,TWOORMORERACES,MALE,11
FL,2016,REFERRED,WHITE,FEMALE,138
FL,2016,REFERRED,WHITE,MALE,2137
GA,2016,APPLICANTS,AMERICANINDIAN,FEMALE,
GA,2016,APPLICANTS,AMERICANINDIAN,MALE,
GA,2016,APPLICANTS,ASIAN,FEMALE,3
GA,2016,APPLICANTS,ASIAN,MALE,11
GA,2016,APPLICANTS,BLACK,FEMALE,17
GA,2016,APPLICANTS,BLACK,MALE,564
GA,2016,APPLICANTS,HISPANIC,FEMALE,
GA,2016,APPLICANTS,HISPANIC,MALE,69
GA,2016,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
GA,2016,APPLICANTS,NATIVEHAWAIIAN,MALE,
GA,2016,APPLICANTS,TWOORMORERACES,FEMALE,23
GA,2016,APPLICANTS,TWOORMORERACES,MALE,4
GA,2016,APPLICANTS,WHITE,FEMALE,43
GA,2016,APPLICANTS,WHITE,MALE,952
GA,2016,MEMBERS,AMERICANINDIAN,FEMALE,7
GA,2016,MEMBERS,AMERICANINDIAN,MALE,14
GA,2016,MEMBERS,ASIAN,FEMALE,9
GA,2016,MEMBERS,ASIAN,MALE,69
GA,2016,MEMBERS,BLACK,FEMALE,335
GA,2016,MEMBERS,BLACK,MALE,3957
GA,2016,MEMBERS,HISPANIC,FEMALE,20
GA,2016,MEMBERS,HISPANIC,MALE,305
GA,2016,MEMBERS,NATIVEHAWAIIAN,FEMALE,
GA,2016,MEMBERS,NATIVEHAWAIIAN,MALE,12
GA,2016,MEMBERS,TWOORMORERACES,FEMALE,27
GA,2016,MEMBERS,TWOORMORERACES,MALE,9
GA,2016,MEMBERS,WHITE,FEMALE,341
GA,2016,MEMBERS,WHITE,MALE,11185
GA,2016,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
GA,2016,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
GA,2016,REFERRALAPPLICANTS,ASIAN,FEMALE,
GA,2016,REFERRALAPPLICANTS,ASIAN,MALE,3
GA,2016,REFERRALAPPLICANTS,BLACK,FEMALE,16
GA,2016,REFERRALAPPLICANTS,BLACK,MALE,476
GA,2016,REFERRALAPPLICANTS,HISPANIC,FEMALE,3
GA,2016,REFERRALAPPLICANTS,HISPANIC,MALE,71
GA,2016,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
